rank,citeseq_public,multiome_public,total_score_public,citeseq_private,multiome_private,total_score_private
46,0.8902454862607188,0.6610376891509231,0.8127200984402743,0.8413503393171179,0.5653208316526855,0.7694632227124826
47,0.8906733329174457,0.6574215787494607,0.8117801498334085,0.8415464991835865,0.5645288767027236,0.7694020451456146
48,0.8930971554763429,0.6627908743643703,0.815200225328992,0.8447798407371921,0.5553128425640692,0.7693931618747193
49,0.8907590706750376,0.6614310094744368,0.8131930057031259,0.8418670215820654,0.5635531609341106,0.7693849847071949
50,0.8904905373952062,0.6621443156359739,0.8132565618392277,0.841253581556444,0.564399135302165,0.7691516239476648
51,0.8915766919879856,0.6621320357063534,0.8139711908407391,0.8394632475351095,0.5694795261694824,0.7691506515254146
52,0.8918332769384257,0.6601928425135488,0.813485093586345,0.8432967422710863,0.5583990019692274,0.7691000476830031
53,0.8902094678110066,0.6624461942001166,0.8131726639125776,0.8409146870656037,0.5651483644351909,0.7690961124563124
54,0.8905729751571476,0.6610845032808281,0.8129526541782307,0.8408939694404735,0.5651043095979801,0.7690693170574678
55,0.8912712602482654,0.662741915220079,0.8139753465618061,0.8414799319645535,0.5631977241841613,0.7690061385322069
56,0.8927141920626042,0.6629514789947001,0.8150011139654653,0.8435982016453863,0.5569936130938969,0.7689569879180785
57,0.8903115051319231,0.6619808668445861,0.8130828004031918,0.840516296538374,0.5657272040463491,0.7689522246360659
58,0.8912431003178193,0.6616169072232825,0.8135761976301299,0.8425608537179994,0.5598251220696088,0.7689272169330009
59,0.8910757727359732,0.6621998601009061,0.813662638830707,0.8415649975575772,0.5625970471853271,0.7689126143140224
60,0.8908152884270923,0.6623076507741261,0.8135267168673133,0.8405070678650153,0.5655730495681077,0.7689052525405536
61,0.8914861605891584,0.6614180527694926,0.8136697882460681,0.8425665408551459,0.559214945529831,0.7687725130151106
62,0.8903142987597865,0.6621283426610908,0.8131345301620531,0.8406483772467985,0.5645994941115473,0.7687562146355177
63,0.8905558291544351,0.6618488343562169,0.8131998286494138,0.8410851626703458,0.5626498052805189,0.7685714840680239
64,0.8908994406860278,0.6621161326916959,0.8135176286239864,0.8412806440887708,0.562050210182981,0.7685599015435528
65,0.8918921496411062,0.6618001383686564,0.8140676923878571,0.8415627207798887,0.5611674540749728,0.7685386176557087
66,0.889844652832234,0.6595382434736522,0.8119476793077893,0.8405175111588179,0.5640468429483166,0.7685155019114177
67,0.8904297892932747,0.6624213650505246,0.8133100676317983,0.8401837725135809,0.5648983050473404,0.7684904283245778
68,0.8918344426815228,0.6617595029799447,0.814015759578059,0.8397552886914772,0.566062835202209,0.7684768174719779
69,0.8901647477486908,0.6607295494153019,0.8125624455812119,0.8405833483861058,0.5636255599478949,0.7684544770908539
70,0.890789413383407,0.660388699773125,0.8128605431530982,0.8425899872310788,0.5578766550792116,0.7684413185598384
71,0.8916046137264408,0.6620082796203662,0.8139478103010349,0.8387206655712783,0.5688590309652944,0.7684398649489702
72,0.8911082052591607,0.6608111571712203,0.813214398015035,0.841750031600337,0.5601584574940455,0.7684143708807921
73,0.8902592892202436,0.6616400394320889,0.8129329668763503,0.8408260968252883,0.5626878384852861,0.7683897925378307
74,0.8888283831258464,0.6608633313608748,0.8117233314197683,0.8399100670831872,0.564946209973831,0.7683004807555165
75,0.8905948230517592,0.6626402582319088,0.8134933183650136,0.8413565382368039,0.5608337443429825,0.7682992228594244
76,0.8911025548110338,0.6628405242741808,0.8138970554118367,0.8416613806391261,0.5598484205044575,0.7682680637531402
77,0.8906231380623476,0.6625047538993235,0.8134662244485404,0.8422189443762855,0.5580976143452637,0.768224452430032
78,0.888998216477801,0.6614823119279505,0.8120450806859272,0.8416750683751925,0.5592042795150055,0.7681104313622484
79,0.8902639897935839,0.6619237158536174,0.8130320259797933,0.8400772645071951,0.5635524400570484,0.7680611512027788
80,0.8903280839175579,0.6621101570299128,0.8131375017792579,0.8404505202775738,0.5624864641158498,0.7680595839379439
81,0.8912001091172957,0.6615634421473451,0.8135296638308652,0.8419586068130143,0.5581744294537202,0.7680519204554863
82,0.8917382742601722,0.6607729186469811,0.8136184240945938,0.8418097060273227,0.5585673951476935,0.7680441394331756
83,0.8870022216325788,0.6625992821311015,0.8111019899115516,0.8417245514563042,0.5587368164010554,0.7680252847375828
84,0.8909901427793034,0.6614583230270512,0.8133551601661175,0.8415234292495151,0.5591550289143105,0.7679854575590457
85,0.8912849208675852,0.6625253280070864,0.8139111300202267,0.8407795015304107,0.561092245234387,0.7679397874856881
86,0.8907497473397755,0.6616197168337286,0.8132506626651713,0.8413425841432269,0.5594223164292242,0.7679213208520416
87,0.890093302180511,0.6617662615412603,0.8128658142911133,0.8413344787052095,0.5593253747486544,0.7678900795493802
88,0.88787107765067,0.6609661417903069,0.8111245909571075,0.838708566218643,0.5667324605701548,0.7678770881427691
89,0.8907597791865591,0.6610501519487463,0.8130646564103886,0.8411371570506464,0.5597685592029734,0.7678595666455365
90,0.8905371158647292,0.6612557088268342,0.812986830818731,0.8405203579860052,0.561370700039802,0.7678206521439817
91,0.8902740351219427,0.660948356683168,0.8127087760760815,0.840452940307473,0.561523329277501,0.7678105418832668
92,0.8908453767693054,0.6606186661565635,0.8129753599027838,0.8422578077059922,0.5562663939592583,0.7677762847634177
93,0.8912918940464601,0.661197071935673,0.8134664860780304,0.8416693074492235,0.5578786705958424,0.7677609388280543
94,0.891359791471454,0.660388699773125,0.8132380011789233,0.8416425891465883,0.5578766550792116,0.7677406539392703
95,0.8904860472394294,0.6616525318133079,0.8130872534225347,0.8408383295104367,0.5599724011550373,0.7676916506905062
96,0.8893507262198849,0.6564237238992082,0.8105673845689291,0.8394083438950333,0.5640287646232155,0.7676904899121367
97,0.8890469500499971,0.6613842753249115,0.8120441719034607,0.8393189323231749,0.5640287015605994,0.7676243476159319
98,0.8905001745960887,0.6616687469633799,0.8131020869375188,0.8407527797330704,0.5599184299266929,0.767614325000684
99,0.8902753492665422,0.6616649237973641,0.8129520115887883,0.8407146121823846,0.5598740621961591,0.7675745427202706
100,0.8904967588857234,0.66101147654244,0.8128775167086131,0.8413729705665063,0.5578981089764106,0.7675468401573481
